name,title,description,datatype,required
contractPurpose,Цільове призначення,"Цільове призначення використання орендарем нерухомого майна відповідно до додатку 2 Методики розрахунку орендної плати за державне майно, затвердженої постановою Кабінету Міністрів України від 28 квітня 2021 року № 630 (Офіційний вісник України, 2021 р., № 51, ст. 3151). Наприклад: Розміщення кафе, барів, закусочних, кафетеріїв, які не здійснюють продаж товарів підакцизної групи",string,True
contractRentalRate,Орендна ставка,Орендна ставка у відсотках (без знаку “%”) вартості орендованого майна. Наприклад: 5. Десяткові значення відділяються крапкою або комою. Потрібно дотримуватися одного розділювача для всієї таблиці,decimal,True
contractCustodianName,Назва власника,Повна назва юридичної особи (сторони договору) уповноваженої на управління майном. Наприклад: Комунальне підприємство “Регулювання орендних відносин”,string,True
contractCustodianId,Ідентифікатор власника,Код ЄДРПОУ юридичної особи (сторони договору) уповноваженої на управління майном. Наприклад: 01411082,string,True
contractUserName,Назва користувача,"Повна назва юридичної особи або ім’я, прізвище та по батькові фізичної особи -підприємця (сторони договору), яка є користувачем (орендарем) об’єкта комунальної власності. Наприклад: ФОП Дорошенко Віктор Петрович",string,True
contractUserId,Ідентифікатор користувача,Код ЄДРПОУ юридичної особи юридичної особи (сторони договору). Дані реєстраційного номеру облікової картки платника податків фізичної особи-підприємця знеособлюються. Наприклад: 01411082,string,True
contractPeriodStartDate,Початок оренди,Дата початку оренди у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01,date,True
contractPeriodEndDate,Завершення оренди,Дата завершення оренди у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01,date,True
contractPeriodMaxExtentDate,Кінцевий термін пролонгації,"Кінцевий термін, до якого може бути пролонговано договір. Дату необхідно зазначити у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01. Якщо термін відсутній, вказати: null",date,False
contractSchedule,Графік використання,"Якщо договором передбачений графік використання об’єкта, вказати дні тижня та години. Дні тижня позначаються комбінаціями літер: Пн, Вт, Ср, Чт, Пт, Сб, Нд, години — цифрами у 24-годинному форматі — ГГ:ХХ. Для графіка з понеділка по п’ятницю, з 9:00 до 17:00 запис в таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка до п’ятниці), використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад, графік прийому у понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00. Якщо оренда відбувається постійно, вказати: null або Пн-Нд 00:00-24:00",string,True
contractValuePeriod,Період нарахування сплати,"Назва календарного періоду, за який нараховується одинична сплата, відповідно до умов договору: Година, День, Тиждень, Місяць, Квартал, Рік. Наприклад: якщо сплата здійснюється кожного місяця, необхідно вказати “Місяць”",string,True
contractValueAmaunt,Сума орендної плати,"Сума орендної плати, що нараховується за кількість одиниць у колонці quantity, протягом періоду з колонки contractValuePeriod. Число вказується без зазначення валюти («грн», «UAH»). Наприклад: 2225.50. Десяткові значення відділяються крапкою. ",decimal,True
contractValueDescription,Уточнення вартості,"Додаткова інформація про нарахування вартості за договором оренди. У тому числі інформація про знижки, пільги інші умови",string,False
