name,title,description,datatype,required
heatSupplySources,Інформація щодо джерела теплопостачання,"Інформація щодо джерела теплопостачання: централізоване, індивідуальне (ІТП), печі. Наприклад: централізоване",string,True
hotWaterSource,Інформація щодо джерела постачання гарячої води,"Інформація щодо джерела постачання гарячої води: централізоване, теплообмінник в ІТП, електробойлер в приміщенні. Наприклад: централізоване",string,True
thermalHeatingLoad,Розрахункове теплове навантаження на опалення,"При централізованому типі системі теплопостачання вказується розрахункове теплове навантаження на опалення (потужність) кВт (відповідно до договорів), роздільник десяткових значень — крапка. Наприклад: 10000.0",decimal,True
hotWaterSupplyLoad,Розрахункове теплове навантаження на гаряче водопостачання,"При централізованому типі системі теплопостачання вказується розрахункове теплове навантаження на гаряче водопостачання (потужність), кВт (відповідно до договорів). роздільник десяткових значень — крапка. Наприклад: 10000.0",decimal,True
heatGeneratingUnitAuto,Автономно встановлена потужність теплогенеруючої установки,"Зазначити встановлену потужність теплогенеруючої установки (котлів), кВт. роздільник десяткових значень — крапка. Наприклад: 10000.0",decimal,True
heatGeneratingUnitTotal,Загальна потужність теплогенеруючих установок,"Зазначити встановлену загальну потужність теплогенеруючих установок (котлів), кВт. роздільник десяткових значень — крапка. Наприклад: 10000.0",decimal,True
electricalEnergySupplySources,Інформація щодо джерела постачання електричної енергії,"Вказується інформація щодо джерела постачання електричної енергії: централізоване, індивідуальне. Наприклад: централізоване",string,True
electricalLoad,Розрахункове електричне навантаження,"Розрахункове електричне навантаження кВт (відповідно до договорів), роздільник десяткових значень — крапка. Наприклад: 10000.0",decimal,True
isThermalCounter,Інформація щодо приладу обліку,"Зазначається наявність інформації щодо приладу обліку теплової енергії. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
thermalCounterId,Серійний номер приладу обліку,Вказується серійний номер приладу обліку теплової енергії. У разі відсутності вказати: null. Наприклад: 12345678,string,False
thermalCounterDate,Дата останньої повірки,Вказується дата останньої повірки приладу обліку теплової енергії у форматі ISO 8601 (рррр-мм-дд). У разі відсутності вказати: null Наприклад: 2023-08-25 ,date,False
isGasCounter,Інформація щодо приладу обліку,"Зазначається наявність інформації щодо приладу обліку газу. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
gasCounterId,Серійний номер приладу обліку,Вказується серійний номер приладу обліку газу. У разі відсутності вказати: null. Наприклад: 12457896,string,False
gasCounterDate,дата останньої повірки,Зазначається дата останньої повірки приладу обліку газу у форматі ISO 8601 (рррр-мм-дд). У разі відсутності вказати: null Наприклад: 2023-08-25 ,date,False
isElectricityCounter,Інформація щодо приладу обліку,"Вказується наявність інформації щодо приладу обліку електроенергії. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
electricityCounterId,Серійний номер приладу обліку,Вказується серійний номер приладу обліку електроенергії. У разі відсутності вказати: null. Наприклад: 1234567,string,False
electricityCounterDate,Дата останньої повірки,Зазначається дата останньої повірки приладу обліку електроенергії  у форматі ISO 8601 (рррр-мм-дд). У разі відсутності вказати: null. Наприклад: 2023-08-25. ,date,False
isHotWaterCounter,Інформація щодо приладу обліку,"Вказується наявність інформації щодо приладу обліку гарячої води. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
hotWaterCounterId,Серійний номер приладу обліку,Вказується серійний номер приладу обліку гарячої води. У разі відсутності вказати: null,string,False
hotWaterCounterDate,Дата останньої повірки,Зазначається дата останньої повірки приладу гарячої води у форматі ISO 8601 (рррр-мм-дд). У разі відсутності вказати: null Наприклад: 2023-08-25. ,date,False
isColdWaterCounter,Інформація щодо приладу обліку,"Вказується наявність інформації щодо приладу обліку холодної води. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
coldWaterCounterId,Серійний номер приладу обліку,Вказується серійний номер приладу обліку холодної води. У разі відсутності вказати: null,string,False
coldWaterCounterDate,Дата останньої повірки,Зазначається дата останньої повірки приладу холодної води у форматі ISO 8601 (рррр-мм-дд). У разі відсутності вказати: null Наприклад: 2023-08-25. ,date,False
isWetherRegulation,Відомості щодо наявності системи автоматичного погодного регулювання теплопостачання,"Вказуються відомості щодо наявності системи автоматичного погодного регулювання теплопостачання;  Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
isRenewableEnergy,Відомості щодо наявності обладнання відновлюваної енергетики,"Вказуються відомості щодо наявності обладнання відновлюваної енергетики. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
isEnergyMonitiring,Система енергомоніторингу,"Інформація щодо запровадження системи енергомоніторингу. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
isEnergyManagement,Система енергетичного менеджменту,"Інформація щодо запровадження системи енергетичного менеджменту. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
isEnergyEfficientSertificate,Наявність сертифіката енергетичної ефективності будівлі,"Інформація про наявність сертифіката енергетичної ефективності будівлі. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
energyEfficientClass,Клас енергетичної ефективності будівлі,"У разі наявності сертифікату зазначається клас енергетичної ефективності будівлі, у разі відсутності значення - null. Наприклад: A",string,False
